,User,Tweet,paper_text_processed,paper_text_processed_filtered
299,thefintechtimes,"@Razer Fintech Launches Digital Hackathon Empowering Singapore Youth to Create and Implement Original Banking Solutions, Amidst COVID-19 Circuit Breaker https://t.co/uaXEH57yNm https://t.co/3en1YkDkT3","@razer fintech launches digital hackathon empowering singapore youth to create and implement original banking solutions, amidst covid-19 circuit breaker  ","@razer fintech launch digital hackathon empowering singapore youth create implement original banking solutions, amidst covid-19 circuit breaker  "
300,CoreNetSG,"Represent #Singapore @CoreNetGlobal
 #hackathon  Join the debate on #Covid_19  #realestatemarket #FacilitiesMgmt  11-22 May with Nick Hughes &amp; Gurveen Khurana @StanChart Cheryl Goh 
@Shaw_Inc Anoma Bāste #spacematrix Jasmine El-Rab #ZenithInterior Anna Wiilliams @JLLAsiaPacific https://t.co/HkadHEpijG","represent #singapore @corenetglobal
 #hackathon  join the debate on #covid_19  #realestatemarket #facilitiesmgmt  11-22 may with nick hughes &amp; gurveen khurana @stanchart cheryl goh 
@shaw_inc anoma bāste #spacematrix jasmine el-rab #zenithinterior anna wiilliams @jllasiapacific ","represent #singapore @corenetglobal
 #hackathon  join debate #covid_19  #realestatemarket #facilitiesmgmt  11-22 may nick hughes &amp; gurveen khurana @stanchart cheryl goh 
@shaw_inc anoma bāste #spacematrix jasmine el-rab #zenithinterior anna wiilliams @jllasiapacific "
301,F10Global,"Rishi had connected with THE HOME OF FINTECH at the F10 #FinTech Hackathon #Singapore in 2018. Rishi and his team convinced the Hackathon jury not only with the prototype they had developed within 48 hours of #coding and #ideation, but also with their #pitching skills. https://t.co/GmZ6fEanj8","rishi had connected with the home of fintech at the f10 #fintech hackathon #singapore in 2018. rishi and his team convinced the hackathon jury not only with the prototype they had developed within 48 hours of #coding and #ideation, but also with their #pitching skills. ","rishi connected home fintech f10 #fintech hackathon #singapore 2018. rishi team convinced hackathon jury prototype developed within 48 hour #coding #ideation, also #pitching skills. "
302,SLNClicks,Singapore Razer Fintech organises May 15 17 hackathon to solve financial challenges amid pandemic https://t.co/OD9JQDQ5o9,singapore razer fintech organises may 15 17 hackathon to solve financial challenges amid pandemic ,singapore razer fintech organises may 15 17 hackathon solve financial challenge amid pandemic 
303,ActonCapital,"Portfolio news: #StartupsVsCovid19 - @Mambu_com joins @PerxEnterprise @awscloud @FWDInsurance &amp; @Visa in @Razer's inaugural #fintech hackathon to resolve issues faced by youth &amp; local startups due to COVID19 (Singapore, May15-17) via @FintechSIN @LeeLiMeng https://t.co/xFGKHiZMfz","portfolio news: #startupsvscovid19 - @mambu_com joins @perxenterprise @awscloud @fwdinsurance &amp; @visa in @razer's inaugural #fintech hackathon to resolve issues faced by youth &amp; local startups due to covid19 (singapore, may15-17) via @fintechsin @leelimeng ","portfolio news: #startupsvscovid19 - @mambu_com join @perxenterprise @awscloud @fwdinsurance &amp; @visa @razer's inaugural #fintech hackathon resolve issue faced youth &amp; local startup due covid19 (singapore, may15-17) via @fintechsin @leelimeng "
304,MIGCapitalZA,Razer Fintech’s Digital Hackathon Calls on Singapore’s Youth to Solve COVID-19 Banking Challenges | Fintech Singapore https://t.co/FBtmlA8AGb,razer fintech’s digital hackathon calls on singapore’s youth to solve covid-19 banking challenges | fintech singapore ,razer fintech’s digital hackathon call singapore’s youth solve covid-19 banking challenge | fintech singapore 
305,fintech_reader,Razer Fintech’s Digital Hackathon Calls on Singapore’s Youth to Solve COVID-19 Banking Challenges | https://t.co/ZKbg61mn0e #AcademyByJaysel #Fintech #FintechNews,razer fintech’s digital hackathon calls on singapore’s youth to solve covid-19 banking challenges |  #academybyjaysel #fintech #fintechnews,razer fintech’s digital hackathon call singapore’s youth solve covid-19 banking challenge |  #academybyjaysel #fintech #fintechnews
306,fintech_reader,Razer Fintech’s Digital Hackathon Calls on Singapore’s Youth to Solve COVID-19 Banking Challenges | https://t.co/kOPMZsGdjJ #AcademyByJaysel #Fintech #FintechNews,razer fintech’s digital hackathon calls on singapore’s youth to solve covid-19 banking challenges |  #academybyjaysel #fintech #fintechnews,razer fintech’s digital hackathon call singapore’s youth solve covid-19 banking challenge |  #academybyjaysel #fintech #fintechnews
307,UltrascanKPO,Razer Fintech’s Digital Hackathon Calls on Singapore’s Youth to Solve COVID-19 Banking Challenges https://t.co/3rzjaC1Yvp #services #KYC https://t.co/VjmgGJWMeM,razer fintech’s digital hackathon calls on singapore’s youth to solve covid-19 banking challenges  #services #kyc ,razer fintech’s digital hackathon call singapore’s youth solve covid-19 banking challenge  #services #kyc 
308,raviktiwari,Razer Fintech's Digital Hackathon Calls on Singapore's Youth to Solve COVID-19 Banking Challenges - Fintech News Singapore https://t.co/Cn0RGzUa7b https://t.co/MXLD8SK0zn,razer fintech's digital hackathon calls on singapore's youth to solve covid-19 banking challenges - fintech news singapore  ,razer fintech's digital hackathon call singapore's youth solve covid-19 banking challenge - fintech news singapore  
309,Jeffaatur,Razer Fintech's Digital Hackathon Calls on Singapore's Youth to Solve COVID-19 Banking Challenges - Fintech News Singapore https://t.co/9It1AtfOVx,razer fintech's digital hackathon calls on singapore's youth to solve covid-19 banking challenges - fintech news singapore ,razer fintech's digital hackathon call singapore's youth solve covid-19 banking challenge - fintech news singapore 
310,FinTechZoom,"New article: ""Razer Fintech’s Digital Hackathon Calls on Singapore’s Youth to Solve COVID-19 Banking Challenges"" has been published on Fintech Zoom - https://t.co/gsQF3mCEI3 @FintechZoom #Fintech #Blockchain #Crypto #Cryptocurrency #ICO https://t.co/9XCK8fM134","new article: ""razer fintech’s digital hackathon calls on singapore’s youth to solve covid-19 banking challenges"" has been published on fintech zoom -  @fintechzoom #fintech #blockchain #crypto #cryptocurrency #ico ","new article: ""razer fintech’s digital hackathon call singapore’s youth solve covid-19 banking challenges"" ha published fintech zoom -  @fintechzoom #fintech #blockchain #crypto #cryptocurrency #ico "
311,FintechSIN,Razer Fintech’s Digital Hackathon Calls on Singapore’s Youth to Solve COVID-19 Banking Challenges https://t.co/GwZv5DMMMJ @Razer #digitalhackathin #covid19 #fintech #banking #hackathon https://t.co/xqVkauuk5x,razer fintech’s digital hackathon calls on singapore’s youth to solve covid-19 banking challenges  @razer #digitalhackathin #covid19 #fintech #banking #hackathon ,razer fintech’s digital hackathon call singapore’s youth solve covid-19 banking challenge  @razer #digitalhackathin #covid19 #fintech #banking #hackathon 
312,FintechBot,Razer Fintech’s Digital Hackathon Calls on Singapore’s Youth to Solve COVID-19 Banking Challenges https://t.co/ZdUWaV0DjN by @fintechsin,razer fintech’s digital hackathon calls on singapore’s youth to solve covid-19 banking challenges  by @fintechsin,razer fintech’s digital hackathon call singapore’s youth solve covid-19 banking challenge  @fintechsin
313,KVanderhoydonk,Razer Fintech’s Digital Hackathon Calls on Singapore’s Youth to Solve COVID-19 Banking Challenges #Fintech https://t.co/HylLfUt6cX #regtech,razer fintech’s digital hackathon calls on singapore’s youth to solve covid-19 banking challenges #fintech  #regtech,razer fintech’s digital hackathon call singapore’s youth solve covid-19 banking challenge #fintech  #regtech
314,FintechBot,Razer Fintech’s Digital Hackathon Calls on Singapore’s Youth to Solve COVID-19 Banking Challenges https://t.co/QBCrneHd2v by @fintechsin,razer fintech’s digital hackathon calls on singapore’s youth to solve covid-19 banking challenges  by @fintechsin,razer fintech’s digital hackathon call singapore’s youth solve covid-19 banking challenge  @fintechsin
315,Mambu_com,"We are super excited to be partnering with @Razer Fintech in this digital hackathon. Watch this space for more updates.
https://t.co/qkDaDptjHb 
#RazerFintech #FinTech #Innovation #Singapore #Hackathon @LeeLiMeng","we are super excited to be partnering with @razer fintech in this digital hackathon. watch this space for more updates.
 
#razerfintech #fintech #innovation #singapore #hackathon @leelimeng","super excited partnering @razer fintech digital hackathon. watch space updates.
 
#razerfintech #fintech #innovation #singapore #hackathon @leelimeng"
316,b3ssle,"Miss these games so much. #Throwback to Summer 2019, TOT v JUV at National Stadium, Singapore. Still remember I finished the hackathon and catched the plane at night 😆 https://t.co/4kMdu2Y1RZ","miss these games so much. #throwback to summer 2019, tot v juv at national stadium, singapore. still remember i finished the hackathon and catched the plane at night 😆 ","miss game much. #throwback summer 2019, tot v juv national stadium, singapore. still remember finished hackathon catched plane night 😆 "
317,Abhi_now3006,"@DrRPNishank 
We met during Singapore India Hackathon. My startup is working on edtech platform to function schools virtually. I gave internship to 12 people till now since students are not getting internship. We will ur support we can do better. #EducationMinisterGoesLive","@drrpnishank 
we met during singapore india hackathon. my startup is working on edtech platform to function schools virtually. i gave internship to 12 people till now since students are not getting internship. we will ur support we can do better. #educationministergoeslive","@drrpnishank 
we met singapore india hackathon. startup working edtech platform function school virtually. gave internship 12 people till since student getting internship. ur support better. #educationministergoeslive"
